" Vineri particip la primul turneu BCR Tenis Partener, la Ploiesti :D Wish me luck :)","favorabil"
" Cine este Oana Petrescu, singurul bancher roman din board-ul BCR http://bit.ly/bII2gA #cariere","favorabil"
"Cine este Oana Petrescu, singurul bancher roman din board-ul BCR Oana Petrescu, 41 de ani, actualul vicepresedinte executiv al BCR pe retail si private banking, ramane singurul top manager de nationalitate romana din echipa de conducere a celei mai mari banci locale. Este practic romanul cu cea mai inalta pozitie intr-o companie cu peste 9.000 de angajati. 			 Read more        ","favorabil"
" New post by jefflily : Cine este Oana Petrescu, singurul bancher roman din board-ul BCR http://bit.ly/d2zWsP","favorabil"
"Cine este Oana Petrescu, singurul bancher roman din board-ul BCR Cine este Oana Petrescu, singurul bancher roman din board-ul BCR Oana Petrescu vicepresedinte executiv pe retail al BCR Oana Petrescu, 41 de ani, actualul vicepresedinte executiv al BCR pe retail si private banking, ramane singurul top manager de nationalitate romana din echipa de conducere a celei mai mari banci  locale. Este practic romanul cu cea mai inalta pozitie intr-o companie cu peste 9.000 de angajati. Austriecii de la Erste au adus-o la BCR in toamna lui 2006 pe postul de vicepresedinte pe operatiuni, imediat dupa ce au preluat controlul efectiv asupra bancii. A fost una din primele doua schimbari  operate la nivelul board-ului alaturi de instalarea cehului Martin Skopek la retail. De la 1 iulie anul acesta, Oanei Petrescu i-a fost incredintat retailul, odata ce Skopek a fost transferat in board-ul de la Viena al Erste Group. Imi pare rau ca nu avem mai multi romani in board-ul BCR si imi doresc ca in timp sa schimbam situatia. Mai ales pentru retail chiar este foarte greu de gasit un bancher experimentat in Romania, dar  Oana Petrescu este un manager foarte bun, eficient, si sunt sigur ca va face treaba buna, comenteaza Andreas Treichl, CEO al Erste Group si presedinte al Consiliului de Supraveghere al BCR. In 2008, dupa demisia lui Nicolae Danila din functia de presedinte executiv al BCR, Treichl a incercat sa-l inlocuiasca tot cu un bancher roman, insa pana la urma a renuntat, alegandu-l pe britanicul  Dominic Bruynseels, care a venit de la Barclays. Culmea este ca sunt mai multi bancheri romani foarte buni in strainatate decat in Romania, dar este aproape imposibil sa-i convingi sa se intoarca in tara, mai ales la cum merg lucrurile in ultima  perioada. Cred insa ca in maximum 10 ani multi se vor putea simti motivati sa revina sa lucreze acasa, spune Treichl. Dar cine este Oana Petrescu? Desi face parte de aproape 4 ani din echipa de top management a BCR, a ramas un bancher foarte discret, cu putine aparitii publice. Una dintre exceptii a fost la  inceputul lui 2009, cand sindicatul din BCR ameninta cu greva generala, iar Petrescu a fost desemnata sa iasa cu declaratii privind asigurarea continuitatii serviciilor bancare. Nu-i place deloc sa aiba de-a face cu presa, spun surse de pe piata. Inainte de a veni la BCR, Oana Petrescu nu a avut multa experienta directa in banking, ci mai mult indirect, de pilda prin prisma faptului ca la inceputul anilor 2000 a infiintat un departament de  audit pentru banci la fosta firma de consultanta Arthur Andersen, devenita in 2002 Ernst &amp; Young. Totusi, asemenea multor bancheri de pe piata, ea are in CV si doi ani la fosta Bancorex, intre  1992 si 1994, unde s-a ocupat de analiza si administrare de investitii. Surse din industria consultantei povestesc ca Petrescu ar fi adus in 2000 printre clientii Arthur Andersen tocmai BRD-SocGen - cel mai important competitor actual al BCR - care a continuat sa lucreze  cu Ernst &amp; Young pana in 2009, in 2010 mutandu-se la Deloitte. Unii bancheri au fost surprinsi cand BCR a anuntat transferul Oanei Petrescu de la operatiuni la retail, avand in vedere lipsa experientei specifice, si au pus aceasta decizie pe seama resurselor  umane reduse la nivelul grupului austriac, insa fosti colegi ai actualului vicepresedinte al BCR nu ezita sa remarce aptitudinile manageriale ale acestuia, aptitudini care i-ar permite practic sa  gestioneze orice domeniu. De asemenea, in pofida unor eventuale aparente, Petrescu este descrisa drept o persoana foarte energica si ferma, capabila sa ia decizii rapide. Are un master la Toulouse in studii europene  finante-banci si un doctorat in economie la ASE pe flux de management bancar. Divizia de retail a BCR a parcurs in ultimii trei ani si jumatate cea mai mare parte a procesului de restructurare si aliniere la standardele Erste, cehul Martin Skopek incheindu-si recent misiunea  complicata de a moderniza principalele servicii si produse pentru persoane fizice ale celei mai mari banci de pe piata. Ramane ca Oana Petrescu sa administreze mai departe proiectele inca in derulare, sa gestioneze problema creditelor neperformante care afecteaza din ce in ce mai mult portofoliul de retail si sa  gaseasca in paralel solutii de revigorare a vanzarilor de produse si servicii. Pe langa faptul ca are in componenta un singur roman, board-ul BCR este in prezent si unul dintre cele mai restranse de pe piata, avand numai patru membri: Dominic Bruynseels, CEO, Oana Petrescu,  vicepresedinte executiv pe retail si private banking, Helmuth Hintringer, vicepresedinte executiv pe risc, si Wolfgang Schoiswohl, vicepresedinte executiv pe corporate banking. De la 1 august, Comitetul executiv are insa si un consilier - austriacul Christian Bruckner - care este responsabil cu zona operatiuni &amp; IT. De la 1 iulie, cand Oana Petrescu a trecut la retail,  aceasta arie intrase in coordonarea lui Dominic Bruynseels. 1992-1994 Bancorex - analiza si administrare de investitii 1994-1995a€ˆBull Europe - manager de marketing si training 1995-2002 Arthur Andersen - de la auditor la partener, sef al diviziei servicii financiare 2002-2006 Ernst &amp; Young - director al departamentului de risc si servicii de consultanta Oct. 2006 - iun. 2010 BCR - vicepresedinte executiv pe operatiuni si IT ","favorabil"
"pare mare dar e mica...mica... Cu BCR, fireste :)","favorabil"
"Bancile mari se mentin pe profit, in ciuda prelungirii recesiunii Bancile mari se mentin pe profit, in ciuda prelungirii recesiunii Primele doua banci romanesti, BCR si BRD, au obtinut in prima parte a anului profituri de aproape 200 de milioane de euro, mai mici decat in 2009 si sub asteptarile analistilor, din cauza prelungirii  recesiunii economice care a majorat numarul restantierilor la credite si mentinut la niveluri scazute cererea de noi imprumuturi. Comparativ, cele mai mari banci din Franta si Marea Britanie, BNP  Paribas, respectiv HSBC au raportat castiguri foarte bune fata de anul precedent, pe fondul revenirii economiei europene. Astfel, BCR a anuntat obtinerea, la nivel de grup, a unui profit net de 488 de milioane de lei in primul semestru, in scadere cu 19,5%, in timp ce BRD (doar baca) a castigat aproape 367 de milioane  de lei, cu 13,7% mai putin. Rezultatele celor doua banci nu pot fi comparate, intrucat BCR le raporteaza la nivel de grup si conform standardelor internationale de contabilitate, in timp ce BRD  prezinta doar cifrele aferente bancii, conform normelor interne de contabilitate. Pe de alta parte, cea mai mare banca din Franta, BNP Paribas, si-a majorat profitul net cu 31% in trimestrul doi al anului, pana la 2,1 miliarde de euro, in timp ce castigul net al grupului britanic  HSBC, cea mai mare banca europeana, a crescut in primul semestru de aproape doua ori, la 7,2 miliarde de dolari. Cele doua institutii de credit europene au beneficiat in primul rand de pe urma scaderii puternice a provizioanelor - rezervele pe care sunt nevoite sa le puna deoparte pentru acoperirea  potentialelor pierderi rezultate din nerambursarea imprumuturilor. Pentru ca economiile celor doua tari incep sa-si revina usor din recesiune, restantele la credite se reduc, iar volumul de noi  imprumuturi isi revine, astfel incat cele doua banci au incasat venituri mai ridicate. Provizioane duble fata de profituri In tara noastra insa, recesiunea se prelungeste si in acest an, iar Romania va ramane tara din zona cu cea mai acuta prabusire a PIB-ului, estimata la 3% de catre BERD si Erste Bank. In aceste conditii, rezultatele slabe obtinute de primele doua banci autohtone nu mai par o surpriza. Prima cauza o reprezinta, fireste, volumul mare de provizioane pe care institutiile de credit  sunt nevoite sa le adune pentru asigurarea numarului tot mai mare de credite neperformante. Ceea ce a determinat cele doua banci sa constituie provizioane cu o valoare aproape dubla fata de  profiturile obtinute. De exemplu, la BCR costurile nete cu provizioanele de risc pentru credite au crescut cu 24,5%, totalizand 974 de milioane de lei, in conditiile in care ponderea creditelor neperformante din volumul  total de finantari a urcat de la 13,1% la finalul anului trecut la 14,7% la finalul lui iunie. Rata de acoperire a creditelor neperformante (garantii si provizioane) a fost de 128%. Si la BRD costul  net al riscului a crescut substantial in prima parte a acestui an, cu 53,9%, pana la 628 de milioane de lei, afectand astfel profitul bancii. Bancherii: situatia se imbunatateste abia din 2011 Cum comenteaza bancherii aceste rezultate mai putin placute in Romania? Cu optimism si chiar cu o doza de umor. Andreas Treichl, presedintele Erste Bank, actionarul majoritar al BCR: In timp ce  marile banci europene au obtinut rezultate foarte bune, presa si analistii au amendat scaderile de profit ale Erste si BCR, iar actiunile la bursa s-au prabusit. O ocazie buna pentru o petrecere, a  glumit Treichl, dar nu trebuie sa uitam ca noi, in comparatie cu alte institutii concurente, suntem implicati puternic in finantarea populatiei si a micilor companii puternic afectate de recesiune.  Iar cand economia scade, noi nu putem sa crestem. Dominic Bruynseels, presedintele BCR, a declarat, intr-un comunicat de presa, ca banca a continuat sa demonstreze capacitatea de a se adapta unor situatii de piata dificile. Foarte probabil, aceste  conditii vor continua sa-si produca efectele in al doilea semestru din 2010. BCR este bine pregatita pentru a face fata situatiei si va continua sa-si sprijine clientii pe parcursul acestei perioade  dificile. De cealalta parte, presedintele BRD, Guy Poupet, spune ca activitatea bancii este afectata de prelungirea crizei economice, care se traduce in mediul bancar printr-un ritm scazut al cererii de  produse bancare, respectiv printr-un nivel ridicat al costului net al riscului . Cresterea costului riscului nu ameninta, deocamdata, soliditatea celor doua banci, care inregistreaza o rata a solvabilitatii ridicata: 12,45% in RAS la BCR si de 12,9% la BRD, peste nivelul minim  impus de BNR, de 10%. In aceste conditii, apreciaza seful Erste Bank, Andreas Treichl, BCR nu va avea nevoie de o majorare de capital in urmatoarea perioada. Cat estimeaza bancherii ca va mai dura recesiunea si, in consecinta, profiturile reduse ale institutiilor de credit? Seful Erste Bank crede ca pana la sfarsitul anului economia va continua sa sufere,  iar numarul restantierilor va mai creste, dar nu dramatic . De altfel, Treichl a criticat dur modul in care este condusa tara, dand vina pe politicieni pentru performanta slaba a economiei si  intarzierea iesirii din recesiune. Astfel, in timp ce alte tari din zona precum Cehia, Slovacia, Polonia si chiar Ungaria ar putea sa inregistreze un PIB pozitiv in acest an, pentru Romania bancherii  de la Viena estimeaza o contractie de 3%. Totusi, primele banci romanesti au raportat profituri operationale in crestere fata de anul precedent, ceea ce inseamna ca acestea au reusit sa-si majoreze cifra de afaceri si sa obtina venituri  suplimentare, in paralel cu reducerea cheltuielilor. Principalele venituri au venit din dobanzi, in timp ce comisioanele sunt in scadere din cauza reducerii volumului de tranzactii si de noi credite. La BRD, marja de dobanda (castigul rezultat din  diferenta dintre dobanzile la credite si cele la depozite) a crescut cu 25%, in timp ce venitul din comisioane s-a redus cu doua procente. La BCR, venitul din dobanzi a urcat cu 9,7%, iar cel din  tranzactionare cu 12,6%, in timp ce din comisioane s-a redus cu 2,9%. Astfel, profitul operational al grupului BCR a urcat in primul semestru cu 19,8% (269,9 milioane de lei) la 1,63 miliarde de lei, in timp ce la BRD rezultatul brut din exploatare a crescut cu 16,1%,  depasind un miliard de lei. La BCR, raportul cost/venit s-a imbunatatit, ajungand la 32,9%, fata de 39,5% in aceapsi perioada din anul precedent, insa rentabilitatea capitalului s-a diminuat la 14,3%, in contextul mentinerii  unui mediu economic dificil. La BRD, raportul cost/venituri se situa, la finele lunii iunie, la 39%, in scadere cu 4,8 puncte procentuale, in timp ce rentabilitatea capitalului propriu (ROE) a scazut de la 22,3 la 16,1%. BCR si BRD continua sa acorde credite Volumul cumulat al imprumuturilor acordate clientilor BCR in prima parte a anului a fost de 47,69 miliarde de lei, usor peste nivelul de la finele primului trimestru, de 46,51 miliarde de lei. Creditarea corporate s-a majorat cu 7% in sold fata de perioada similara din anul trecut, fiind sustinuta de necesarul de capital de lucru al companiilor si de cererea de finantare din partea  administratiilor locale. Portofoliul de credite retail (inclusiv microintreprinderile) s-a majorat usor, cu 0,4%, in concordanta cu evolutia pietei si a veniturilor consumatorilor. La BRD, volumul total al creditelor a crescut mai mult, cu 7,1% fata de primul semestru din 2009, la 34,45 miliarde de lei. Creditele pentru persoane fizice au ajuns la 16,6 miliarde de lei, in  crestere cu 5%, in timp ce valoarea imprumuturilor acordate persoanelor juridice a crescut cu 9,2%, pana la 17,9 miliarde de lei. In privinta depozitelor, valoarea acestora a scazut usor la BCR (35,5 miliarde de lei), cu 0,7%, in timp ce la BRD s-a majorat cu 7,8% (31,4 miliarde de lei). La Banca Transilvania, profit de trei ori mai mare Banca Transilvania a reusit in primul semestru sa obtina un profit net de 33,21 milioane de lei, de trei ori mai mare fata de anul trecut, desi volumul de provizioane a depasit un miliard de lei, in  crestere cu 46% fata de inceputul anului. Banca precizeaza insa ca a avut un management al riscului adecvat mediului economic dificil. Ponderea creditelor neperformante, cu restante mai mari de 90 de  zile, reprezinta 5,97% din totalul portofoliului de credite. Rezultatul operational al bancii a crescut cu 68% fata de aceeasi perioada a anului trecut, de la 233 la 390 de milioane de lei. Volumul creditelor a ajuns la peste 13 miliarde de lei, in crestere cu  8% fata de sfarsitul anului precedent, in timp ce depozitele s-au majorat cu 5%, pana la 15 miliarde de lei. Ne-am concentrat pe gasirea de solutii adecvate cererii clientilor, cum ar fi restructurarea sau ieftinirea creditelor, lansarea unei platforme dedicate celor care solicita fonduri europene, dar si a  unor produse noi. In plus, am venit pe piata cu campanii comerciale de creditare si de refinantare a creditelor de la alte banci, pentru atragerea de clienti noi, care au fost foarte bine primite.  Avem, in continuare, indicatori confortabili de lichiditate si de solvabilitate, cu mult peste limitele impuse de BNR , a declarat directorul general al bancii, Robert Rekkers. Banca a mai precizat  ca procedurile de majorare a capitalului social sunt suspendate din cauza unui proces cu SIF Banat Crisana, avand ca efect si incetinirea ritmului de deschidere de noi unitati. ","favorabil"
" BCR a restructurat comisioanele aplicate firmelor http://bit.ly/bP3XZC","favorabil"
"Rescadentare a creditelor contractate de la BCR pentru victimele inundatiilor Rescadentare a creditelor contractate de la BCR pentru victimele inundatiilor Victimele inundatiilor care au credit la BCR pot beneficia de doua variante de rescadentare a creditelor, fara comision: perioada de gratie de pana la sase luni sau negocierea ratei totale pentru o  perioada de sase luni. Actele necesare sunt: act... ","favorabil"
"BCR reduce la jumatate numarul comisioanelor platite de firme Banca Comerciala Romana, cea mai mare banca de pe piata locala dupa valoarea activelor gestionate a redus la jumatate numarul comisioanelor bancare platite de companii.","favorabil"
